GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC01_EST_VC44,HC01_MOE_VC44,HC02_EST_VC44,HC02_MOE_VC44,HC03_EST_VC44,HC03_MOE_VC44,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53
8600000US40322,40322,ZCTA5 40322,1140,141,1140,141,40410,4091,1140,141,100.0,2.6,40410,4091,0,11,0.0,2.6,-,**,0,11,0.0,2.6,-,**,0,11,0.0,2.6,-,**,0,11,0.0,2.6,-,**,0,11,0.0,2.6,-,**,0,11,0.0,2.6,-,**,0,11,0.0,2.6,-,**,1140,141,100.0,2.6,40410,4091,44,25,3.9,2.2,-,**,281,78,24.6,5.7,55647,13429,507,93,44.5,6.4,43563,9422,308,75,27.0,5.9,31354,9345,863,133,863,133,44205,7688,307,84,35.6,7.9,41509,10324,556,106,64.4,7.9,45769,8920,688,129,79.7,6.2,51324,7096,205,80,23.8,8.0,56510,14741,153,53,17.7,5.9,9196,1523,85,41,9.8,4.6,8523,6065,22,19,2.5,2.3,-,**,17,17,2.0,2.0,26375,20380,(X),(X),(X),(X),36486,6231,(X),(X),(X),(X),57000,12829,(X),(X),(X),(X),42241,13462,(X),(X),(X),(X),-,**,(X),(X),(X),(X),113542,86254,(X),(X),(X),(X),-,**,243,73,28.2,7.5,25550,11006,248,67,28.7,7.1,36250,4239,267,80,30.9,7.5,66008,9327,105,54,12.2,5.6,85313,31690,277,78,277,78,24250,6869,158,57,57.0,11.9,23125,12133,153,57,55.2,12.0,19886,14203,5,9,1.8,3.2,-,**,119,45,43.0,11.9,25417,7508,101,41,36.5,11.3,22375,8115,18,15,6.5,5.3,91000,59602
8600000US40324,40324,ZCTA5 40324,17251,263,17251,263,66601,2182,15522,287,90.0,0.9,68320,3030,899,120,5.2,0.7,44055,17024,14,19,0.1,0.1,98056,78711,137,42,0.8,0.2,53313,9804,0,24,0.0,0.2,-,**,363,67,2.1,0.4,38229,12300,316,117,1.8,0.7,84091,14284,544,70,3.2,0.4,38333,9350,15350,276,89.0,0.8,68411,3044,801,148,4.6,0.8,49688,5525,6829,271,39.6,1.5,65009,3607,6420,245,37.2,1.3,83069,5212,3201,137,18.6,0.8,44472,5474,12595,357,12595,357,78696,4910,6299,312,50.0,2.2,74628,6561,6296,351,50.0,2.2,81461,3913,9995,403,79.4,2.5,89163,5174,4666,348,37.0,2.7,93855,6786,1888,290,15.0,2.3,30735,5734,1277,261,10.1,2.1,26729,5182,712,174,5.7,1.4,53889,18118,356,119,2.8,0.9,40200,13681,(X),(X),(X),(X),69977,4863,(X),(X),(X),(X),73444,6611,(X),(X),(X),(X),100100,11705,(X),(X),(X),(X),90417,25208,(X),(X),(X),(X),110625,65098,(X),(X),(X),(X),100958,13237,1157,167,9.2,1.3,44375,7268,3562,363,28.3,2.7,51815,6656,6423,395,51.0,2.9,90292,7189,1453,176,11.5,1.4,114266,9804,4656,334,4656,334,37632,3031,2508,251,53.9,4.3,30519,3136,2035,232,43.7,4.5,25445,4260,473,149,10.2,3.1,56477,17978,2148,269,46.1,4.3,43556,2950,1611,242,34.6,4.4,39814,4198,537,146,11.5,3.0,54144,9884
8600000US40328,40328,ZCTA5 40328,450,79,450,79,36786,12396,441,79,98.0,2.2,37708,11264,0,11,0.0,6.4,-,**,0,11,0.0,6.4,-,**,0,11,0.0,6.4,-,**,0,11,0.0,6.4,-,**,0,11,0.0,6.4,-,**,9,10,2.0,2.2,-,**,0,11,0.0,6.4,-,**,441,79,98.0,2.2,37708,11264,8,9,1.8,2.0,-,**,115,53,25.6,9.8,30750,28756,218,56,48.4,9.4,40595,18294,109,41,24.2,8.9,38125,26014,288,69,288,69,41538,6990,122,55,42.4,13.2,-,**,166,47,57.6,13.2,41667,6720,233,54,80.9,10.8,47917,14359,82,43,28.5,13.5,-,**,31,24,10.8,7.7,25078,5515,21,21,7.3,6.9,-,**,24,32,8.3,9.9,-,**,19,31,6.6,9.8,-,**,(X),(X),(X),(X),42750,23614,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,51,34,17.7,11.4,20461,16257,90,45,31.3,12.3,26750,12136,104,43,36.1,12.5,-,**,43,27,14.9,9.0,-,**,162,63,162,63,-,**,52,24,32.1,18.6,12250,10003,52,24,32.1,18.6,12250,10003,0,11,0.0,16.8,-,**,110,63,67.9,18.6,-,**,99,64,61.1,20.8,-,**,11,12,6.8,8.0,-,**
8600000US40330,40330,ZCTA5 40330,7819,244,7819,244,46609,3162,7445,235,95.2,1.1,47616,3433,190,56,2.4,0.7,44100,5948,12,23,0.2,0.3,-,**,37,32,0.5,0.4,88512,39265,0,18,0.0,0.4,-,**,42,31,0.5,0.4,-,**,93,63,1.2,0.8,-,**,77,23,1.0,0.3,77841,60747,7417,234,94.9,1.1,47657,3400,428,138,5.5,1.7,32411,5103,1958,187,25.0,2.3,56442,8353,3346,211,42.8,2.3,49213,8412,2087,139,26.7,1.8,36417,5868,5456,303,5456,303,60979,4341,1792,204,32.8,3.4,60648,11813,3664,281,67.2,3.4,61056,5529,4165,286,76.3,4.2,71362,7021,1191,177,21.8,3.1,91806,17864,843,193,15.5,3.3,28598,5870,370,138,6.8,2.5,24182,4108,448,151,8.2,2.7,47692,9964,231,109,4.2,2.0,-,**,(X),(X),(X),(X),54688,6856,(X),(X),(X),(X),54205,15981,(X),(X),(X),(X),93657,25246,(X),(X),(X),(X),67500,7340,(X),(X),(X),(X),56591,37329,(X),(X),(X),(X),76406,47236,1047,136,19.2,2.2,35550,6082,1757,218,32.2,3.8,46533,5956,2241,252,41.1,3.9,91023,7955,411,124,7.5,2.2,76875,10466,2363,279,2363,279,21976,3701,1328,158,56.2,4.7,17004,2496,1182,151,50.0,5.2,16463,1910,146,77,6.2,3.2,41532,21509,1035,191,43.8,4.7,28075,3682,826,165,35.0,4.4,27447,3905,209,85,8.8,3.4,43380,20949
8600000US40334,40334,ZCTA5 40334,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**
8600000US40336,40336,ZCTA5 40336,4985,251,4985,251,29704,4106,4897,232,98.2,1.4,30286,3640,0,18,0.0,0.6,-,**,30,46,0.6,0.9,-,**,0,18,0.0,0.6,-,**,0,18,0.0,0.6,-,**,0,18,0.0,0.6,-,**,58,59,1.2,1.2,3851,2542,12,23,0.2,0.5,-,**,4885,231,98.0,1.4,30209,3696,95,61,1.9,1.2,30511,9602,1418,179,28.4,3.0,40321,13993,2036,187,40.8,3.3,28000,6704,1436,126,28.8,2.6,24480,5365,3335,274,3335,274,38019,6679,1268,192,38.0,4.6,30795,13464,2067,222,62.0,4.6,40576,4704,2236,227,67.0,5.0,54722,8959,689,162,20.7,4.6,63984,25532,853,173,25.6,4.5,14182,7132,440,138,13.2,4.0,11641,7548,246,92,7.4,2.6,24359,5219,139,78,4.2,2.3,-,**,(X),(X),(X),(X),31354,10949,(X),(X),(X),(X),33586,12001,(X),(X),(X),(X),79766,11523,(X),(X),(X),(X),32581,4364,(X),(X),(X),(X),30500,15828,(X),(X),(X),(X),-,**,985,171,29.5,5.1,19484,7166,1346,255,40.4,5.8,31827,4119,805,150,24.1,4.3,70970,4739,199,72,6.0,2.2,111641,37240,1650,248,1650,248,16478,2767,955,169,57.9,6.9,15875,2534,921,168,55.8,6.9,15514,2560,34,25,2.1,1.5,98750,63746,695,166,42.1,6.9,18277,7636,577,151,35.0,7.1,18209,8633,118,93,7.2,5.5,-,**
8600000US40337,40337,ZCTA5 40337,1903,143,1903,143,38508,9381,1894,143,99.5,0.6,38548,9381,0,11,0.0,1.6,-,**,0,11,0.0,1.6,-,**,0,11,0.0,1.6,-,**,0,11,0.0,1.6,-,**,0,11,0.0,1.6,-,**,9,12,0.5,0.6,-,**,3,5,0.2,0.3,-,**,1891,142,99.4,0.6,38669,9444,50,43,2.6,2.3,-,**,595,120,31.3,5.8,61563,8386,841,125,44.2,5.6,40759,10302,417,89,21.9,4.4,23285,2952,1386,149,1386,149,50179,11114,594,110,42.9,5.8,60313,19108,792,106,57.1,5.8,45673,10100,989,151,71.4,6.6,61680,8106,429,105,31.0,6.3,71635,11786,284,81,20.5,5.6,29362,5991,113,69,8.2,4.9,18125,8126,113,54,8.2,3.9,11681,8210,52,30,3.8,2.1,11429,8512,(X),(X),(X),(X),30395,8487,(X),(X),(X),(X),59444,13387,(X),(X),(X),(X),77321,29778,(X),(X),(X),(X),34821,8205,(X),(X),(X),(X),45694,30966,(X),(X),(X),(X),-,**,294,80,21.2,5.4,17273,7264,555,122,40.0,7.9,37578,12238,418,103,30.2,6.1,74000,8715,119,58,8.6,4.2,95536,30755,517,118,517,118,20036,4994,260,89,50.3,13.8,17222,8664,229,82,44.3,12.4,14028,9216,31,25,6.0,4.8,20625,12962,257,97,49.7,13.8,25078,12563,211,86,40.8,12.8,-,**,46,33,8.9,6.0,26750,6960
8600000US40339,40339,ZCTA5 40339,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**
8600000US40342,40342,ZCTA5 40342,8421,240,8421,240,52119,3593,8046,257,95.5,1.5,52917,4222,197,54,2.3,0.6,34327,20279,0,21,0.0,0.4,-,**,0,21,0.0,0.4,-,**,0,21,0.0,0.4,-,**,0,21,0.0,0.4,-,**,178,124,2.1,1.5,-,**,75,84,0.9,1.0,-,**,8022,255,95.3,1.6,52724,4181,198,77,2.4,0.9,40500,31310,2776,182,33.0,2.0,59924,9936,3314,183,39.4,2.0,58643,7722,2133,141,25.3,1.5,40146,6603,5823,311,5823,311,65788,4037,2468,226,42.4,3.3,69355,7444,3355,266,57.6,3.3,62726,6408,4726,267,81.2,3.9,72746,4157,1881,203,32.3,3.4,80785,10584,785,207,13.5,3.3,29531,8198,459,165,7.9,2.8,33218,14962,312,148,5.4,2.4,68140,27067,128,98,2.2,1.7,51429,47404,(X),(X),(X),(X),53902,7216,(X),(X),(X),(X),67182,20389,(X),(X),(X),(X),73508,13561,(X),(X),(X),(X),83958,29729,(X),(X),(X),(X),79107,15053,(X),(X),(X),(X),68952,32702,771,118,13.2,1.9,43388,4517,1901,277,32.6,4.4,39908,4398,2687,304,46.1,4.2,81331,6178,464,138,8.0,2.5,92333,16805,2598,303,2598,303,30543,2976,1648,247,63.4,5.8,30518,2953,1428,236,55.0,6.4,30137,7624,220,132,8.5,5.0,45078,21811,950,185,36.6,5.8,30909,10187,716,161,27.6,5.2,23750,7617,234,103,9.0,3.9,44951,6961
8600000US40346,40346,ZCTA5 40346,323,68,323,68,36563,20357,323,68,100.0,8.9,36563,20357,0,11,0.0,8.9,-,**,0,11,0.0,8.9,-,**,0,11,0.0,8.9,-,**,0,11,0.0,8.9,-,**,0,11,0.0,8.9,-,**,0,11,0.0,8.9,-,**,0,11,0.0,8.9,-,**,323,68,100.0,8.9,36563,20357,4,7,1.2,2.3,-,**,60,39,18.6,11.7,46667,39018,210,73,65.0,14.7,38409,30100,49,29,15.2,9.5,-,**,219,62,219,62,48958,11985,56,36,25.6,15.5,-,**,163,60,74.4,15.5,48958,7704,138,50,63.0,15.5,50694,13209,44,31,20.1,14.1,69375,42829,60,44,27.4,18.1,72727,66257,0,11,0.0,12.8,-,**,21,23,9.6,10.1,-,**,12,18,5.5,8.3,-,**,(X),(X),(X),(X),46964,9384,(X),(X),(X),(X),43393,30860,(X),(X),(X),(X),73598,31115,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,60,33,27.4,13.5,16042,7368,38,25,17.4,11.3,32143,14904,103,51,47.0,18.0,73371,5867,18,23,8.2,9.6,-,**,104,64,104,64,12794,1836,38,32,36.5,22.9,12262,1883,38,32,36.5,22.9,12262,1883,0,11,0.0,24.7,-,**,66,47,63.5,22.9,13125,2651,47,42,45.2,29.1,12552,3034,19,23,18.3,21.2,-,**
8600000US40347,40347,ZCTA5 40347,1029,120,1029,120,61380,8352,969,112,94.2,4.1,62214,10793,23,21,2.2,2.0,49583,24017,0,11,0.0,2.9,-,**,0,11,0.0,2.9,-,**,0,11,0.0,2.9,-,**,27,28,2.6,2.8,45750,17272,10,16,1.0,1.6,-,**,50,41,4.9,4.0,45000,15004,956,113,92.9,4.5,63125,11195,23,19,2.2,1.8,50375,33663,264,71,25.7,5.8,78750,20695,495,84,48.1,6.0,61910,21015,247,47,24.0,4.1,56250,6292,732,98,732,98,79423,17906,273,68,37.3,7.0,69453,24433,459,73,62.7,7.0,86719,19228,572,77,78.1,8.0,103750,26018,193,51,26.4,6.3,87083,49245,118,57,16.1,6.9,46389,16661,50,40,6.8,5.1,53289,40887,42,30,5.7,3.9,36765,13600,30,25,4.1,3.3,35882,24661,(X),(X),(X),(X),73000,17771,(X),(X),(X),(X),115673,48044,(X),(X),(X),(X),105469,39988,(X),(X),(X),(X),56375,16641,(X),(X),(X),(X),-,**,(X),(X),(X),(X),74063,33149,99,31,13.5,4.1,42083,22121,226,73,30.9,8.3,54231,8270,361,71,49.3,7.4,109125,17010,46,28,6.3,4.0,164286,67835,297,73,297,73,42708,12530,171,47,57.6,13.1,31563,6627,141,38,47.5,12.8,29219,6266,30,23,10.1,6.6,50625,19174,126,57,42.4,13.1,60086,19804,109,55,36.7,13.7,60819,18575,17,15,5.7,5.0,-,**
8600000US40348,40348,ZCTA5 40348,230,54,230,54,31071,22223,222,54,96.5,4.8,32500,21739,8,11,3.5,4.8,-,**,0,11,0.0,12.2,-,**,0,11,0.0,12.2,-,**,0,11,0.0,12.2,-,**,0,11,0.0,12.2,-,**,0,11,0.0,12.2,-,**,0,11,0.0,12.2,-,**,222,54,96.5,4.8,32500,21739,22,16,9.6,6.4,11719,9293,43,24,18.7,9.3,-,**,91,32,39.6,12.2,23365,19021,74,34,32.2,11.8,68438,31480,170,49,170,49,41042,35021,46,26,27.1,12.2,-,**,124,39,72.9,12.2,58750,35959,78,35,45.9,16.7,68571,25861,6,8,3.5,4.8,-,**,48,29,28.2,14.2,-,**,40,26,23.5,12.7,-,**,44,27,25.9,14.7,-,**,0,11,0.0,16.1,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),66250,54015,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,45,24,26.5,12.8,16827,8740,53,32,31.2,15.8,58125,43835,49,28,28.8,14.8,66875,26648,23,17,13.5,8.9,-,**,60,33,60,33,18167,14413,26,23,43.3,30.1,-,**,22,23,36.7,30.9,-,**,4,7,6.7,11.9,-,**,34,26,56.7,30.1,-,**,27,24,45.0,30.4,"2,500-",***,7,12,11.7,18.0,-,**
8600000US40350,40350,ZCTA5 40350,32,26,32,26,46250,25333,32,26,100.0,50.4,46250,25333,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,32,26,100.0,50.4,46250,25333,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,32,26,100.0,50.4,46250,25333,0,11,0.0,50.4,-,**,10,16,10,16,-,**,0,11,0.0,90.1,-,**,10,16,100.0,90.1,-,**,10,16,100.0,90.1,-,**,0,11,0.0,90.1,-,**,0,11,0.0,90.1,-,**,0,11,0.0,90.1,-,**,0,11,0.0,90.1,-,**,0,11,0.0,90.1,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,0.0,90.1,-,**,0,11,0.0,90.1,-,**,0,11,0.0,90.1,-,**,10,16,100.0,90.1,-,**,22,20,22,20,-,**,0,11,0.0,60.7,-,**,0,11,0.0,60.7,-,**,0,11,0.0,60.7,-,**,22,20,100.0,60.7,-,**,0,11,0.0,60.7,-,**,22,20,100.0,60.7,-,**
8600000US40351,40351,ZCTA5 40351,7539,348,7539,348,38255,5421,7484,346,99.3,0.5,37970,5414,5,8,0.1,0.1,-,**,10,20,0.1,0.3,-,**,26,22,0.3,0.3,-,**,0,21,0.0,0.4,-,**,0,21,0.0,0.4,-,**,14,24,0.2,0.3,-,**,61,60,0.8,0.8,-,**,7423,343,98.5,0.9,37373,5317,812,221,10.8,2.7,15981,3320,2128,253,28.2,3.1,48175,8020,2807,250,37.2,3.1,43078,6246,1792,165,23.8,2.2,25687,4368,4381,311,4381,311,56547,8690,1770,255,40.4,5.0,51352,9979,2611,284,59.6,5.0,59516,6693,3206,269,73.2,5.0,68514,7308,1174,218,26.8,4.7,67000,9578,798,208,18.2,4.4,24982,10816,389,131,8.9,3.0,22846,10442,377,131,8.6,2.8,26946,16276,207,104,4.7,2.2,26817,15321,(X),(X),(X),(X),58115,8113,(X),(X),(X),(X),60532,11580,(X),(X),(X),(X),51681,32176,(X),(X),(X),(X),44274,16688,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,1004,225,22.9,4.7,23750,1720,1498,274,34.2,5.3,50132,12829,1497,223,34.2,5.0,69852,15591,382,128,8.7,2.9,95086,7026,3158,388,3158,388,21180,4748,1698,255,53.8,5.4,18099,2328,1475,222,46.7,5.8,15625,3142,223,107,7.1,3.0,56332,15013,1460,261,46.2,5.4,27750,6337,906,229,28.7,5.4,24094,4450,554,184,17.5,5.9,31958,5136
8600000US40353,40353,ZCTA5 40353,8475,266,8475,266,42981,2722,8074,258,95.3,1.1,43269,2582,303,89,3.6,1.0,27006,9115,0,21,0.0,0.4,-,**,0,21,0.0,0.4,-,**,28,34,0.3,0.4,-,**,49,37,0.6,0.4,-,**,21,27,0.2,0.3,-,**,137,65,1.6,0.8,-,**,7981,256,94.2,1.4,43483,2625,299,104,3.5,1.2,-,**,2703,205,31.9,2.2,48358,9923,3316,251,39.1,2.6,48813,6507,2157,189,25.5,2.2,35008,4129,5895,299,5895,299,53971,4697,2506,231,42.5,3.3,50234,10395,3389,263,57.5,3.3,55430,7169,4165,284,70.7,3.9,66556,6686,1563,189,26.5,3.2,65559,8194,1350,246,22.9,3.8,24833,4686,686,195,11.6,3.1,23567,3000,380,149,6.4,2.5,32407,20778,257,126,4.4,2.1,27132,17865,(X),(X),(X),(X),45386,6767,(X),(X),(X),(X),59457,9516,(X),(X),(X),(X),65391,22621,(X),(X),(X),(X),47396,27183,(X),(X),(X),(X),61750,52875,(X),(X),(X),(X),67543,28745,1159,229,19.7,3.7,23908,4003,1905,244,32.3,3.9,40764,7644,2435,282,41.3,4.2,71763,7586,396,119,6.7,2.0,92128,14307,2580,295,2580,295,24339,3124,1334,207,51.7,6.1,21097,2725,1190,187,46.1,5.5,20485,2879,144,70,5.6,2.7,34643,25031,1246,221,48.3,6.1,36500,4769,771,176,29.9,6.4,21605,12759,475,200,18.4,7.0,43204,3139
8600000US40356,40356,ZCTA5 40356,16053,350,16053,350,55280,4410,15205,343,94.7,1.0,55521,4513,465,92,2.9,0.6,42604,4702,63,57,0.4,0.4,-,**,126,108,0.8,0.7,62241,15923,0,24,0.0,0.2,-,**,0,24,0.0,0.2,-,**,194,78,1.2,0.5,32778,27197,289,89,1.8,0.5,43495,21713,14965,337,93.2,1.0,55828,4491,606,193,3.8,1.2,27458,5987,5359,278,33.4,1.6,59432,5338,6584,273,41.0,1.6,63317,7534,3504,256,21.8,1.5,45000,5811,12269,391,12269,391,63152,4368,5603,321,45.7,2.2,61658,5604,6666,350,54.3,2.2,65076,8214,8858,482,72.2,3.5,79972,5160,3503,399,28.6,3.2,87939,7885,2678,435,21.8,3.4,23474,1317,1650,362,13.4,2.9,18333,6725,733,190,6.0,1.5,43160,9013,450,175,3.7,1.4,42744,24036,(X),(X),(X),(X),58166,5299,(X),(X),(X),(X),61088,7008,(X),(X),(X),(X),73583,16772,(X),(X),(X),(X),82625,14562,(X),(X),(X),(X),151033,129787,(X),(X),(X),(X),-,**,1828,321,14.9,2.5,30382,6904,4278,486,34.9,3.6,43524,2688,4887,412,39.8,3.5,84741,6451,1276,230,10.4,1.9,91579,8159,3784,400,3784,400,32617,3691,2279,315,60.2,5.1,27022,4163,1909,270,50.4,4.8,25939,2165,370,159,9.8,4.0,46061,26123,1505,246,39.8,5.1,38337,3044,968,210,25.6,5.2,32269,5814,537,173,14.2,4.2,56178,12484
